YEAR,APPLICATION_ID,ADMINISTERING_IC,ACTIVITY,TOTAL_COST,PROJECT_TITLE,ABSTRACT_TEXT,MATCHED_TERMS,GOLD_DIM1,GOLD_DIM2,GOLD_DIM3
2012,8210853,CA,R01,325509.0,"The effects of randomized, low-dose hormone therapy on mammographic density in KE","DESCRIPTION (provided by applicant): Despite data from clinical trials showing an increased risk of breast cancer and lack of overall benefit for primary prevention with hormone therapy (HT), there is still significant usage of HT by clinicians and women for treatment of moderate-to-severe systemic menopausal symptoms. Due to the possible increased risks with these preparations, current clinical recommendations advocate utilizing the lowest dose for the shortest possible duration, but average duration is often for 2-4 years. However, the effects of commonly used low-dose HT regimens on breast density and breast cancer risk are unknown. Recent data from intervention trials support the long standing hypothesis that hormonal effects on breast cancer risk are mediated through breast density. The Kronos Early Estrogen Prevention Study (KEEPS) is an ongoing, already- funded randomized clinical trial with a primary goal of examining the effects of 4 years of low- dose transdermal versus oral estrogen combined with cyclic micronized progesterone on progression of subclinical atherosclerosis in recently menopausal women. The proposed ancillary study will efficiently examine the effects of randomized low-dose HT on key breast cancer surrogate endpoints: mammographic density and rates of abnormal mammograms. In KEEPS, a total of 720 women were randomized to oral conjugated equine estrogens (0.45 mg/d), transdermal 17-beta estradiol (50 mcg/d), or placebo, with cyclic micronized progesterone (200 mg for 12 days) for active hormonal therapy groups. All participants were required to have mammography prior to study entry as well as yearly during follow-up; blood samples also were collected at these time points. Randomization was completed in 2008. In this ancillary study, digital mammograms (available on 510 participants) from baseline, year 1 and year 3 will be obtained and processed centrally to calculate mammographic density. We will determine if these two low-dose HT regimens are associated with change in mammographic density. We will also examine if baseline mammographic density or circulating biomarkers including estradiol, estrone, and estrone sulfate, modify or mediate changes in breast density with HT. In addition, the effects of hormonal regimens on the rates of abnormal mammogram and biopsy will be determined. By determining the effects of low-dose combined HT on the breast, the proposed study will add timely and important information about the estimated balance of risks and benefits associated with low-dose HT and will help guide future research.       PUBLIC HEALTH RELEVANCE: Combined estrogen and progestin therapy has been shown to increase mammographic density and incidence of breast cancer in randomized trials. We propose to examine the effects of now commonly used low-dose combined hormone therapy (HT) regimens on breast density, rates of abnormal mammogram, and circulating estrogens in the ongoing, already-funded Kronos Early Estrogen Prevention Study (KEEPS). KEEPS is a randomized clinical trial with a primary goal of examining the effects of low-dose transdermal versus oral estrogen combined with cyclic micronized progesterone on progression of subclinical atherosclerosis in recently menopausal women. Prior studies of low-dose HT have been of short duration and small size. By determining the effects of low-dose hormone therapy on the breast, the proposed ancillary study will add important information about the estimated balance of risks and benefits associated with low-dose HT and will help guide future research trials.",surrogate endpoint,,,
2012,8251351,HL,P50,2395197.0,Using Genetics For Early Phenotyping & Prevention of Hypertrophic Cardiomyopathy,"DESCRIPTION (provided by applicant): Discovering the genetic basis of human heart disease presents a remarkable opportunity to predict and prevent disease. By identifying at-risk individuals prior to clinical diagnosis and fostering development of novel therapies to delay or prevent clinical expression, genetic discoveries can transform medicine.  Hypertrophic cardiomyopathy (HCM) provides a paradigm for fulfilling this opportunity. HCM is the most common monogenic cardiovascular disorder and is caused by dominant mutations in sarcomere genes.  Clinical characteristics include left ventricular hypertrophy (LVH), myocardial fibrosis, diastolic dysfunction, and an increased risk for arrhythmias, sudden death and heart failure. Unexplained LVH, the defining clinical feature of HCM, is a relatively late manifestation of disease and typically emerges around the time of puberty. In contrast, gene-based diagnosis identifies not only individuals who carry pathogenic mutations (G+) and have overt disease (LVH+), but also at-risk G+ individuals who have not yet developed a clinical diagnosis of HCM (LVH-). Our investigations of G+/LVH- preclinical HCM subjects have identified novel early phenotypes in this important subset, thus providing insight into the initial consequences of sarcomere mutations and disease pathogenesis. Impaired LV relaxation and increased myocardial collagen synthesis both precede the onset of LVH.  Furthermore, preclinical mutation carriers are a unique at-risk population to target therapies to prevent disease progression. Promising work in animal models has shown that early pharmacologic therapy can counteract the effect of pathogenic sarcomere mutation and diminish the emergence of HCM. Molecular network analysis in mouse models of HCM identified a central role for transforming growth factor-beta (TGFb) activation in myocardial fibrogenesis. Administration of neutralizing antibody or angiotensin II receptor blockade to inhibit TGF-b activation in prehypertrophic HCM mice was associated with less development of hypertrophy and fibrosis compared with placebo. Collectively these data suggest considerable benefit from defining genetic susceptibility and intervening early in HCM. Through our 2-stage CTRIP studies, we will foster clinical translation of these key scientific discoveries, culminating in a Phase II multicenter, doubleblind, placebo-controlled randomized clinical trial to assess the safety and efficacy of the potent ARB, candesartan, in attenuating disease progression, using early phenotypes as surrogate endpoints to monitor treatment response. With these efforts, we will begin to reshape the clinical paradigm for treating adult-onset genetic disorders, based on early diagnosis, mechanistic insight, and disease modification. RELEVANCE: Fundamental research discoveries have provided critical insight into how subtle changes in our DNA lead to the dramatic changes in cardiac structure and function that characterize HCM. This knowledge can enable new therapeutic strategies to interrupt pathogenesis. Clinical translation of these breakthroughs will lead to a future when genetic destiny can be changed. Early treatment can be targeted to at-risk, genetically susceptible individuals to offset the consequences of pathogenic mutations and prevent disease progression.",surrogate endpoint,,,
2012,8225416,NS,U10,50063.0,Parkinson Disease Neuroprotection Trial: Clinical Center,"DESCRIPTION (provided by applicant):  The long-term objectives are to develop a neuroprotective strategy that can be applied to patients with Parkinson's disease (PD) in order to alter disease progression, and to evaluate in the setting of a multi-center clinical trial the efficacy of any such strategies. In PD, there is a prolonged course of progressive neuronal loss which is not altered by existing treatments. The development of neuroprotective strategies is therefore important to lessen the medical, societal, and economic impact of PD-related disability Patients will be recruited with early Parkinson's disease who have been symptomatic for fewer than five years, and who have received levodopa or dopamine agonists for no more than six months. Patients will be followed clinically over a period of three years to assess the potential neuroprotective benefit associated with a drug or drugs chosen by the Steering Committee. Although the multi-center trial will be based on clinical rather than surrogate endpoints, at this site, magnetic resonance imaging will be used to obtain a quantitative index of regional brain iron concentration which we hypothesize to correlate with disease progression.",surrogate endpoint,,,
2012,8287592,AG,R01,372621.0,Structural & Metabolic Neuroimaging Biomarkers in Early Alzheimer's Disease,"PROJECT SUMMARY  The Alzheimer's Disease Neuroimaging Initiative (ADNI) is a large multi-site study in which serial clinical, biological, neuropsychological and neuroimaging data are being collected from 200 healthy controls, 400 individuals with mild cognitive impairment (MCI) and 200 patients with mild Alzheimer's disease (AD). This proposed ancillary study aims to analyze all ADNI structural and metabolic neuroimaging data to characterize morphometric and metabolic changes in early AD, with the goal of determining optimal predictor variables for identifying individuals at risk for developing progressive AD-related neurodegeneration. The variables thus identified could serve as surrogate endpoints in Phase 2 and 3 clinical treatment trials. To achieve these goals, MRI, PET, and cognitive data will be downloaded from the publicly accessible ADNI database. Methods based on FreeSurfer software will be used to perform automated volumetric segmentation, cortical surface reconstruction and cerebral parcellation on all baseline structural MRIs to obtain measures of regional cortical thickness and subcortical volumes. Automated, longitudinal, within-subject change analyses will be performed on serial MRIs to determine region-specific structural change trajectories related to disease progression. Semi-automated procedures for quantifying metabolic activity within MRI-derived anatomically- defined regions of interest will be applied to PET data from the baseline session to determine effect size of disease-related differences in metabolic activity in all cortical and subcortical structures, before and after correcting for morphometric differences. Within-subject change in metabolic activity over time, before and after correcting for morphometric changes, will be computed to determine region-specific trajectories of disease-related metabolic changes. Multivariate classification analyses will be applied to MRI measures to determine sensitivity and specificity for discriminating controls from subjects with MCI, and for discriminating MCI subjects who convert to AD from those who remain stable in diagnosis. PET and cognitive measures will be added to determine whether they improve classification accuracy. Multivariate analyses will be performed on structural measures obtained from control and MCI subjects during the test sessions of the first study year to determine the optimal set of measures for predicting risk of conversion to AD. Metabolic and cognitive measures will be assessed to determine whether they improve predictive ability. All derived data values and processed image volumes from this study will be made publicly available through the Biomedical Informatics Research Network. This study will significantly enhance understanding of brain changes that occur in early AD; identify candidate neuroimaging biomarkers for use in clinical trials; facilitate the research of other AD investigators; and provide normative data for use in investigation of other aging-related disorders. RELEVANCE The results of this project will provide important new information about the changes in brain structure and metabolism that occur in the earliest stages of Alzheimer's Disease (AD), and relate these measures to change in cognitive performance. This knowledge may improve our ability to predict who is most likely to develop AD and will provide researchers with objective measures that can be used to assess the ability of new treatments to prevent or delay the neurodegeneration associated with AD. Additionally, the high-throughput neuroimaging analysis methods developed here could be used in future studies for detecting and monitoring brain changes that occur in other neurological disorders.",surrogate endpoint,,,
2015,8912013,CA,U24,2292426.0,NRG Oncology Biospecimen Bank,"?     DESCRIPTION (provided by applicant): NRG Oncology (NRG) is a newly constituted National Clinical Trials Network (NCTN) group created through the coordinated efforts and scientific merger of the National Surgical Adjuvant Breast and Bowel Project (NSABP), the Radiation Therapy Oncology Group (RTOG), and the Gynecologic Oncology Group (GOG). The NRG Oncology Biospecimen Bank (NRG-BB) will be formed from the three legacy biospecimen resources of the RTOG, GOG and NSABP into a single repository for all biospecimens collected as part of NRG Oncology clinical trials. NRG Oncology and the NCI have agreed to enroll up to 5,099 patients per year in future NCI-funded NRG-sponsored cancer clinical trials. We will collect, process and manage biospecimens from patients enrolled in Phase II & III clinical treatment trials to maintain an accurate and effective repository of tumor and normal tissues with associated clinical, epidemiologic, and descriptive biospecimen information, for use in trial-related activities and future translational science projects. The NRG-BB will maximize the quality and quantity of biospecimens and their derivatives through the utilization of standardized and optimal preservation, storage, quality assurance and distribution methods. We will market and distribute de-identified samples in a standardized and equitable manner to all qualified investigators both within and outside NRG Oncology by utilizing Biospecimen IT Navigator and NCTN Biospecimen front door services. Working with the biobanks from other NCTN groups and the Group Banking Committee of the NCI, we will harmonize biospecimen activities and processes. Finally, we will develop distributed infrastructure to support and/or perform innovative genomic analyses for patient assignment to multi-arm targeted therapy trials conducted by NRG Oncology. Robust informatics is required to allow translational scientists to know what is available within the NRG-BB and to equitably distribute biospecimens to the translational science community both within and outside NRG Oncology. We have anticipated this need by already harmonizing and consolidating our IT resources using a common Specimen Tracking and Reporting System (STARS) bioinformatics platform. This adoption of a common IT platform across the 3 legacy biospecimen banks has permitted an improved service level for the group, interoperability and freely exchangeable data with our NRG-BB partners and opportunities to enhance our links with the SDMC. Moreover, this new platform has permitted better external linkages with the Group Banking Committee, the NCI and with the Navigator and Front Door project.",response to therapy,not_applicable,,
2017,9296276,CA,U24,632875.0,WASHINGTON UNIVERSITY CO-CLINICAL IMAGING RESEARCH RESOURCE,"ABSTRACT Quantitative imaging (QI) is positioned to play a central role in providing clinically relevant information about a tumor?s biology and its microenvironment to aid in the design of adaptive therapy trials. While standardization of QI methods have had a great impact in advancing clinical applications of QI to assess and predict response to therapy, preclinical imaging remains a critical component in the translational pipeline of validating advanced QI methods for applications in drug discovery and assessment of response to therapy. Thus, developing QI standards that transcend species and modalities is critical in advancing the application of QI. Standardization of preclinical QI has been limited primarily for two reasons: first, use of unrealistic animal models of cancer, such as established cell lines, to validate QI methods, and second, logistical and technical challenges inherent in preclinical imaging. More realistic preclinical cancer models are thought to be provided by transplantable, patient-derived cancer tissue xenograft (PDX). Leveraging the infrastructure available at Mallinckrodt Institute of Radiology (MIR), Human & Mouse Linked Evaluation of Tumors (HAMLET) Core of the Institute of Clinical and Translational Sciences (ICTS), and the Siteman Cancer Center, the WU-C2IR2 will harmonize, optimize, validate, and implement preclinical-clinical QI algorithms, bi-directionally, in a context of an active co-clinical TNBC trial. Interfacing with the HAMLET Core, the Resource will generate credentialed PDX mice matched to the patient?s tumor sub-type in addition to PDX mice generated from tumor biopsies/engraftments. QI algorithms will be optimized and validated in both settings and implemented in the co-clinical trial taking advantage of simultaneous PET/MR Biograph mMR to evaluate the efficacy of advanced multi-parametric PET and MR imaging methods to assess response to therapy in TNBC. To compliment QI efforts, multi-scale analytics of tissue samples will be collected including RNA Seq, pathology, Exome sequencing, among others to integrate with QI to facilitate prediction of response to therapy. All data will be uploaded to a dynamic and modular informatics resource available to the co-clinical community to test new algorithms, and mine for novel leads integrating imaging and multi-scale analytic data to predict therapeutic response in TNBC. Thus, the Resource will rigorously optimize the utility multi-parametric quantitative PET/MR imaging in assessing response to therapy in realistic animal models of cancer and patients and develop QI standards that transcend species and modalities which is critical in advancing the application of QI.",biomarker;predicting response;response to therapy,predictive_enrichment,,
2008,7360310,CA,R01,326609.0,Fra-1: A new target for a genomic breast cancer vaccine,"The overall objective is to establish the paradigm that co-expression of T-helper 1 molecular adjuvants by oral DNA vaccines targeting transcription factor Fos-related antigen 1 (Fra-1) can sufficiently prime and boost T cell-mediated immune responses in spontaneous metastatic breast cancer models to test the following hypotheses: 1) that established spontaneous pulmonary metastases can be {completely} eradicated to significantly prolong the life span of BALB/c mice; 2) that the recurrence of such metastases can be (fully) prevented in a minimal residual disease setting; 3) that prophylactic vaccination can induce an effective memory T cell response leading to long-lived protection against breast tumor growth and metastasis. The specific aims designed to test these hypotheses and to delineate as well as optimize immunological mechanisms {and signal transduction pathways} governing the mode of action of these vaccines are as follows: First, achieve optimal processing and presentation of Fra-1 by DCs and macrophages for effective priming of the immune response with expression vectors encoding Fra-1 and chemokine CCL16 followed by boosting with vectors encoding Fra-1 and secretory IL-23, all targeted to secondary lymphoid organs with attenuated Salmonella typhimurium serving as the vaccine carrier. Second, critically evaluate the efficacy of this strategy {in boosting dormant memory T cells in nonlymphoid tissues in the local tumor environment and assess their ability to kill metastatic tumor cells.} Third, {identify specific Fra-1 T cell epitopes with minigene vaccines with emphasis on the involvement of specific immunological mechanisms and signal transduction pathways underlying the prime/boost strategy to optimize DNA vaccine efficacy through the induction of a long lived memory T cell response.} Achievement of this proposal's objectives will lead to novel DNA vaccines based on rational immunological principles that may ultimately contribute to the improved treatment of breast cancer.  Relevance to public health is in the proposal's deliberate translational research design resulting in preliminary data which convinced a well known oncologist to offer an early clinical evaluation of a humanized version of this breast cancer vaccine, particularly if warranted by additional compelling pre-clinical data. This allows for this vaccine to go full circle in evaluation from bench to bedside and back for further improvement.",keywords_only,disease_non_biomarker,,
2004,6787640,CA,R01,786001.0,Colon Cancer Prevention in Low Income Housing Sites,"DESCRIPTION (provided by applicant): Colorectal cancer (CRC) is a highly preventable cancer, yet it is a leading cause of cancer death in the US. Disparities in CRC morbidity and mortality by socio-economic position and race/ethnicity have been documented. While individual health behaviors do not fully explain differentials in mortality by socioeconomic position, they are significant determinants of societal patterns of risk. These patterns reflect the social context, or larger structural forces that shape the texture of people's day-to-day realities, and that include an array of social and material resources that ultimately have profound effects on health. Little research has been conducted to date to examine how best to intervene within a social context, or to determine what settings are best for addressing contextual factors. Low-income housing sites have great potential as a channel for addressing disparities, as many social contextual factors occur in the housing setting. The goal of this project is to evaluate an intervention designed to address colorectal cancer prevention (CRC) through low income housing sites. A key aspect of the intervention is to determine ways in which addressing the social context in low income, ethnically diverse populations may address disparities in CRC prevention.   This study is a randomized controlled trial that will be conducted in 10 diverse low income housing sites; eligible residents will be enrolled in a cohort and followed; housing site will be the unit of randomization and intervention. The intervention conditions are: (1) a social contextual, housing site-based intervention, that addresses individual, organizational, and systems-level factors that influence participation in CRC prevention activities; or (2) minimal treatment control. The primary outcomes are physical activity and participation in colorectal cancer screening. Of note, both interventions will offer equivalent access to CRC screening. A key goal of this project is to determine if adding on-site outreach and contextually focused activities yield greater overall changes in the study outcomes and is more cost-effective, compared to self-help materials plus efforts to reduce barriers to screening access.",keywords_only,disease_non_biomarker,,
2015,8906783,CA,R01,301511.0,Radiation response modulation of tumors using biocongjugated gold nanoparticles,"DESCRIPTION (provided by applicant):  Metal nanoparticles with customized shapes, sizes, and surface modification have demonstrated tremendous potential for cancer therapy. It is well recognized that physical radiation dose deposited within tumors can be enhanced by passive accumulation of gold nanoparticles in tumors due to the remarkable increase in the fluence of photoelectrons when photons interact with high atomic number elements such as gold. However, the requirements of less clinically relevant radiation quality (low energy kilovolt x-rays) and clinically unachievable (without direct injection) gold concentration reduce enthusiasm for this approach. This proposal seeks to surmount these challenges by achieving a more tumor cell-specific concentration of gold nanoparticles within tumors by adopting an active targeting strategy using gold nanorods (GNRs) and providing photon source options optimized for specific clinical scenarios under active targeting. In preliminary data, we demonstrate that an active targeting strategy results in remarkable in vivo radiosensitization despite a much lower concentration of GNRs within tumors than the concentration previously believed to be necessary for radiosensitization following passive accumulation of gold nanoparticles in tumors. Active targeting also leads to radiosensitization in vitro, reduced repair of radiation-induced DNA double-strand breaks, and overcomes the inherent treatment resistance of tumors to traditional targeted therapies. Our central hypothesis is that active targeting significantly improves the efficiency of GNR-mediated radiosensitization by directly modulating tumor radiation response as a result of substantial microscopic dose enhancement in the vicinity of GNRs that reside in close proximity to tumor cells and vascular endothelial cells in vivo. A corollary hypothesis is that the GNRs serve as vectors for optimal delivery of the targeting moiety to an otherwise resistant tumor, a feature that can be further exploited for therapeutic payload delivery. Critical unanswered questions relate to the molecular mechanism of radiosensitization, biodistribution and kinetics of GNRs, and their fate at the whole animal, tumor and cellular levels. We will test our hypotheses and provide answers to the questions posed above by pursuing three Specific Aims: (a) to determine the molecular mechanism of GNR-mediated radiosensitization in vitro and in vivo, (b) to quantify the radiation dose enhancement by GNRs on a nano-/cellular-scale for different clinical irradiation scenarios, and (c) to determine the intratumoral concentration of GNRs. We anticipate that this proposal will lead to development of a comprehensive physically, biologically and clinically characterized radiation response modulation strategy that can be widely applied as a class solution across multiple tumor types, laying the foundation for more effective clinical radiotherapy with less toxicity.",keywords_only,disease_non_biomarker,,
2010,7756608,CA,R01,294500.0,Regulation of STAT3 Signaling,"DESCRIPTION (provided by applicant):  One of the molecules causally linked to cancer is the transcription factor STAT3. STAT3 is a member of the family of Signal Transducers and Activators of Transcription and is activated by specific tyrosine phosphorylation. The activity of STAT3 is normally controlled by a delicate balance of positive and negative effectors, and the objectives of this proposal are to understand mechanisms that govern this regulation. This information will provide knowledge needed to control its activity. As a signaling molecule, STAT3 can respond to signals generated in the cytoplasm or nucleus, but as a transcription factor it is essential for STAT3 to gain access to the nucleus. Specific Aim #1 is dedicated to STAT3 nuclear trafficking. Our premise is that regulation of STAT3 nuclear trafficking has a significant impact on its function, and elucidation of the mechanisms that regulate its cellular distribution will provide information valuable to block its function in cancer. In addition to nuclear localization, tyrosine phosphorylation of STAT3 is necessary for specific DNA binding and transcriptional induction. Specific Aim #2 is designed to evaluate the positive influence of breast tumor kinase, and the negative influence of the suppressor of cytokine signaling 3 (SOCS-3) on STAT3 function. Furthermore we will test the effect of STAT3 and SOCS-3 on cancer development with a murine model system. Results of these studies are expected to provide information fundamental to basic and translational research. Standard therapies for cancer include surgery, radiation, and chemotherapy, and newer strategies include specific inhibitors of hormone receptors (tamoxifen) or tyrosine kinases (Gleevec, Herceptin). Even with these interventions, cancer is one of the leading causes of death. It is clear there is a need to develop additional targeted therapies. Nuclear trafficking and inhibitors of tyrosine phosphorylation provide potential avenues for clinical intervention of STAT3-dependent neoplasia.",keywords_only,disease_non_biomarker,,
2009,7655398,CA,P01,3001468.0,Antibody Targeted Radiation and Immunotherapy for the Treatment of Solid Tumors,"DESCRIPTION (provided by applicant):  This is the third competitive renewal of our Program Project Grant. We have modified the name to reflect the refinement in focus, Antibody Targeted Radiation and Immunotherapy for the Treatment of Solid Tumors. There are three projects, 1) Radioimmunotherapy: clinical and radiobiologic studies, 2) pretargeting with anti-cea mabs for therapy, and 3) cea-targeted immunotherapeutics      Project 1 exploits the most effective strategies we have developed for RIT of solid tumors, combining RIT with chemotherapy in the most appropriate clinical setting. Significant is the addition of a radiobiologic research component. Project 2 is a merger of our antibody engineering effort and the synthetic chemistry effort from the last PPG into a project which now clearly focuses on the development of clinically applicable pretargeting approaches. Project 3 represents a new project which has developed out of our previous work on engineering an anti-CEA-IL2 immunocytokine. The projects will be supported by the same six cores (Clinical Imaging, Radiopharmacy, Clinical Production, Animal Core, Biostatistics, and Administration) that have been the foundation for both the research and the clinical trials. There are a number of new key personnel on this application;Dr. Colcher, with over 25 years of experience with monoclonal antibodies, Dr. Yu with world renown expertise in molecular immunology, Dr. Radany with both clinical and research interests in radiobiology, Dr. Bading with over 25 years of imaging physics, Dr. Frankel providing excellent biostatistical support, Dr. Hudson for novel constructs, and our collaborator Dr. Conti providing expertise in clinical imaging. Our outside collaborators are outstanding and essential;Dr. Gillies for protein engineering, Dr. Meares for chelate chemistry and anti-chelate antibodies and Dr. Reisfeld for his tremendous expertise in immunology. This application is also notable for its use of cutting edge technologies;CEA transgenic mice for the immunotherapy projects, molecularly targeted immunotherapeutics, advanced imaging for both animal and clinical studies, nanoparticles for both radiosensitization and immunotherapy, high throughput screening to discover new constructs, a licensed cGMP compliant biologies production facility, and the newly established Clinical Immunology Correlates Support Laboratory headed by Dr. Kalos. This is all taking place in the setting of the newly established Division of Cancer Immunotherapeutics &Tumor Immunology, with a commitment from the City of Hope to build a new $60M facility by summer 2008 which will house most of the Program Project Team.",abstract_only,disease_non_biomarker,,
2008,7458255,CA,R15,219000.0,Discovery of Novel Cytotoxic Agents for Advanced Melanoma,"[unreadable] DESCRIPTION (provided by applicant): Discovery of Novel Cytotoxic Agents for Advanced Melanoma While melanoma in early stages can usually be cured by surgical removal, melanoma in advanced stages is invariably resistant to existing chemotherapeutic agents. Despite decades of research, Dacarbazine (DTIC) still remains the only FDA approved drug to treat advanced melanoma, yet it only provides complete remission in less than 5% of patients. With the rapidly rising incidents of melanoma in the United States, there is an urgent need to develop novel chemotherapeutic agents for this disease. We recently identified three potent lead compounds against melanoma in vitro. Unlike DTIC, these molecules are not alkylation agents. Most likely they interfere with growth factors and other molecules involved in the cancer cell's signaling pathways. The most potent lead compounds have IC50 values in the sub-micromole range with over 10 fold selectivity against cancer cells. Compared with the drug Sorafenib which showed promising effects for melanoma treatment in clinical trials, these novel compounds are more potent and more selective. The mechanisms of action of these compounds are likely to be different from existing anticancer drugs such as DTIC, Taxol, or Sorafenib. In this proposal, we plan to perform extensive synthesis and SAR studies to further optimize the potency and selectivity of these compounds. Our central hypothesis is that new analogs of our lead structures could achieve better selectivity than existing drugs used in clinical trials, while possessing much higher potency towards melanoma. Our specific aims are: (1) to synthesize focused sets of thiazolidine analogs, followed by extensive structure activity relationships (SAR) studies for lead optimization; (2) parallel to the synthetic efforts and biological testing, to use combinations of analytical techniques in both biology and chemistry to investigate the possible mechanisms of action and verify the drug targets for these novel compounds. High resolution magic angle spinning NMR (HR-MAS NMR) and other advanced analytical techniques will be used for global analysis of adaptive metabolic responses in an analogous fashion to genomics and proteomics experiments. The ultimate goal for this project is to synthesize and identify sets of the most promising compounds having novel mechanisms of actions for further in vivo development. PUBLIC HEALTH RELEVANCE: There is currently no curative therapy for advanced melanoma; available treatments are aimed at slowing the spread of the disease and relieving the symptoms. We proposed in this grant to synthesize novel classes of compounds as potential therapeutic agents. Studies proposed herein are designed to test the hypothesis that the activity of these compounds will have improved efficacy and can be optimized and provide the groundwork for the development of a new class of therapeutic agents to treat advanced aggressive melanoma. This is a high risk, innovative proposal to discover a non-surgical means for a more selective and curative pharmacologic therapy for advanced melanoma.  [unreadable]     [unreadable] [unreadable]",keywords_only,disease_non_biomarker,,
2015,8899459,CA,R01,372693.0,Targeting MUC1-induced Tumor-stromal Metabolic Cross-talk in Pancreatic Cancer,"DESCRIPTION (provided by applicant):  Pancreatic adenocarcinomas are among the most fatal cancers because of their extensive invasion into surrounding tissues and metastasis to distant organs, even at an early stage of tumor progression. The poor prognosis of this malignancy also reflects a generally poor response to current therapies. Thus, a basic understanding of the biology of these tumors and the mechanisms that promote their invasion and metastasis will provide a basis for developing new methods for diagnosis and treatment. Tumor cells display metabolic alterations that result in enhanced tumor growth or metastasis. Enhanced aerobic glycolysis and metabolite flux into biosynthetic reactions in tumor cells facilitates tumor-stromal metabolite cross-talk and tumor aggressiveness. MUC1 overexpression is associated with aggressive (invasive and metastatic) forms of pancreatic and other cancers. We have preliminary studies showing that MUC1 expressing pancreatic adenocarcinoma cells take up more glucose and secrete more lactate than control cells. Our preliminary studies also identify number of key metabolic genes, whose promoter elements are physically occupied and expression is enhanced by MUC1, suggesting a potential transcriptional regulation of cancer cell metabolism by MUC1. Furthermore, our data indicate that MUC1 facilitates enhanced activity/stabilization of hypoxia-inducible factor 1 alpha, which is a key regulator of glycolysis n cancer cells. Of particular significance to the current application, MUC1 is overexpressed by most pancreatic tumors and hence MUC1-induced tumor-stromal metabolic cross-talk could be targeted for suppressing growth and invasiveness, and improving gemcitabine sensitivity in pancreatic cancer. Our long-term goal is to determine the molecular basis of MUC1-mediated metabolic alterations that facilitate invasiveness and metastasis in pancreatic cancer. Here, we hypothesize that signaling through MUC1 stabilizes HIF1??and facilitates metabolic cross-talk between epithelial and stromal components in pancreatic adenocarcinoma; thus facilitating tumor progression and metastasis. Furthermore, we propose that blocking MUC1-mediated metabolic cross-talk between epithelial and stromal components will reduce tumor progression and metastasis in pancreatic cancer. To test these hypotheses, we propose to test the role of MUC1 in modulating tumor-stromal metabolic cross-talk (Aim 1) and in regulating HIF stabilization/activity (Aim 2), and therapeutic efficacy of selectively blocking MUC1 induced tumor-stromal metabolic cross-talk (Aim 1) in reversing MUC1-mediated aggressiveness and chemotherapy resistance in pancreatic cancer. We also propose metabolomic studies to identify MUC1-regulated metabolites and to determine the expression of their biosynthetic genes in clinical specimens (Aim 3). These studies will shed light on the metabolic aspects of MUC1-mediated tumor progression and may uncover additional therapeutic strategies for the treatment of pancreatic cancer.",keywords_only,disease_non_biomarker,,
2007,7287699,CA,K01,139968.0,Sleeping Beauty for cancer gene discovery,"[unreadable] DESCRIPTION (provided by applicant): My primary research focus is to use a powerful novel insertional mutagen, the Sleeping Beauty (SB) transposon system, to address fundamental questions in cancer genetics. My training has previously focused on developing SB for forward genetic screens for cancer genes in mice. In my own research laboratory, I would like to pursue additional experiments studying the role of genes identified by SB in the context of human cancer, initially focusing on the BRAF oncogene. In addition, I would like to adapt the SB system to elucidate the genetics of a fundamental problem in human cancer treatment, namely therapy resistance. I propose to use the SB system to identify genes that are involved in acquired resistance to BAY 43-9006, a kinase inhibitor now showing promise in clinical trials as a chemotherapeutic agent. In addition, I propose to use the SB system to identify genes involved in prostate cancer progression as a result of acquired insensitivity to hormone ablation therapies. The role of identified genes in therapy resistance will be tested in human cancer models. These projects will be initiated in my final year as a post-doctoral fellow at the University of Minnesota. The SB system was originally developed for vertebrate genetics at the  [unreadable] University of Minnesota, and my mentor's laboratory is a member of the Arnold and Mabel Beckman Center for Transposon Research. As a member of the Cancer Center, I have access to several Core facilities that will provide support to the projects proposed here. During my final year as a post-doctoral fellow, I will apply to assistant professor positions at Universities with strong research programs. My long-term career goal is to establish a research laboratory that uses novel genetic approaches to study human cancer biology and treatment.  [unreadable]   [unreadable] The proposed research employs a novel technology, the Sleeping Beauty transposon system, to identify genes involved in both cancer initiation and progression to therapy resistance. This research is relevant to human health as understanding the genetics of the disease is an important step toward developing more effective, patient-specific therapies. In addition, we hypothesize that this technology will be useful for creating better models of human cancer that will be useful for drug discovery and testing.  [unreadable]   [unreadable]     [unreadable] [unreadable]",keywords_only,disease_non_biomarker,,
